"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","HIGHBP","CHGENROL"
"133",6605,540,540,23,21,6858,6312,6609,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.275933221,22,"6706","768","17304","768",0.818,0.413749677,0.830584708,0.38267148,52.39701745,0,0.941041483
"134",7289,560,550,23,22,6714,5887,6302,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.394859637,18,"5222","1198","18859","1198",0,0.546424052,0.652181097,0.465163415,0.64228193,25.9,0.950803249
"135",4725,0,0,0,18,5884,6243,6075,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.301075269,8,"30400","180","30400","180",0,0.864036655,0.79558011,0.3125,0,22.6,0.995539697
"136",682,580,580,25,17,8299,6979,7624,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.408394034,18,"6372","1794","17958","1794",0.545,0.503597485,0.893462131,0.321999373,213.0199792,26.7,0.942156863
"137",3980,550,545,23,20,6912,6117,6546,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.497930021,16,"6159","2123","19493","2123",0.857,0.366365306,0.958886371,0.133862255,90.93916934,29,1.125338142
"138",2408,690,710,32,21,9141,7468,8639,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.350708502,8,".",".",".",".",0.571,0,0.170905503,0.796664529,146.847166,0,0.992216922
"139",7712,580,560,23,21,6625,6081,6404,-1.106,-1.898,1.848,0.061,-1.178,1.936,0.433711048,16,"5844","2607","16848","2607",0.364,0.403793502,0.976088289,0.293341709,53.88186969,0,1.168100596
"140",8070,510,500,23,18,7887,7025,7516,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.6615409,16,"28800","2050","28800","2050",0,0.805056209,0.517678651,0.118731988,105.7387445,32.5,1.073154134
"141",6263,550,550,24,18,9279,8895,9118,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.332314744,15,"4968","4332","16078","5492",0.364,0.274054113,0.586691227,0.267464678,143.5462185,33.1,1.00840395
"142",6451,0,0,0,21,10455,9218,9833,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.290854573,9,"49030","320","49030","320",0,0.50060423,0.399652644,0.232737808,949.5252374,0,0.978962818
"143",173,650,690,31,15,13224,11050,12351,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.420002076,17,"10524","2842","32066","2842",0.462,0.129171304,0.531705644,0.202925046,5841.759747,0,1.020187048
"144",7240,0,0,0,20,8885,8584,8745,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.307326668,16,"4968","5048","16078","6208",0,0.193786477,0.63556797,0.288602403,239.8895263,0,0.985144518
"145",8219,0,0,0,18,11072,10133,10537,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.340705723,12,"44250","625","44250","625",0,0.617432148,0.649670289,0.138098642,1116.495019,0,1.045727401
"146",8077,580,580,25,18,7908,7205,7624,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.473630832,9,"33740","2720","33740","2720",0,0.609706883,0.635062612,0.151382368,356.2091503,0,1.000450958
"147",4234,0,0,0,22,6960,7054,7005,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.390103567,14,"29160","1840","29160","1840",0,0.510501891,0.736975858,0.263793103,0,0,0.934408602
"148",4516,580,580,26,18,10142,8624,9622,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.469535909,16,"34330","1320","34330","1320",0.636,0.640537128,0.821176033,0.140947201,0,0,1.009025507
"149",6137,500,510,21,22,5950,6209,6109,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.642578633,19,"15258","0","15258","0",0,0.935195399,0.811328613,0.501026694,0,34.6,1.019207842
"150",1500,530,520,22,18,8178,7922,8002,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.456610918,11,"34530","1670","34530","1670",0,0.608526455,0.926764314,0.306034483,0,0,1.001263823
"151",8069,480,550,0,9,5999,6108,6081,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.391170431,10,"15725","350","15725","350",0,0.922862505,0.853333333,0.21875,0,32.5,0.99591002
"152",6241,0,0,0,21,11250,9348,10336,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.359908011,10,"48446","2330","48446","2330",0.875,0.41644948,0.33412604,0.221035983,732.8455347,38.9,1
"153",2155,660,690,31,22,8937,7651,8277,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.348214286,8,"0","942","0","942",0.5,0.144286485,0.199178645,0.693298969,0,0,0.993348115
"154",6299,0,0,0,21,12406,10481,11530,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.462175278,8,"48704","270","48704","270",0,0.412480993,0.221950723,0.347247706,2220.09706,0,0.988989272
"155",1142,0,0,0,19,9661,9070,9347,-0.953,-1.17,0.065,-1.009,-1.223,0.132,0.35579782,14,"4968","4548","16078","5708",0.5,0.287512609,0.572874881,0.226742247,91.19878239,26.2,0.98452746
"156",4757,480,490,21,19,7460,6867,7202,-0.789,-0.908,0.494,-0.475,-0.554,0.389,0.874571486,15,"6702","830","15308","830",0.091,0.19528465,0.444294313,0.247995576,2570.297641,0,1.021000618
"157",2935,640,660,29,15,13101,10896,12188,-0.789,-0.908,0.494,-0.475,-0.554,0.389,0.305090272,16,"11230","1290","30130","1290",0.364,0.413251776,0.665929826,0.270806929,5590.559359,0,1.042574888
"158",984,0,0,0,29,7625,7385,7529,-0.789,-0.908,0.494,-0.475,-0.554,0.389,0.815849057,19,"22950","0","22950","0",0,0.775144014,0.441860465,0.350877193,0,38.3,1.037588097
"159",2879,470,470,19,22,7393,6962,7134,-0.789,-0.908,0.494,-0.475,-0.554,0.389,0.614699332,13,"25020","0","25020","0",0.846,0.629449503,0.625524562,0.189423836,0,0,0.933471933
"160",2983,690,650,30,17,12304,10048,11203,0,0,0,0,0,0,0.514563802,12,"42556","547","42556","547",0,0.68493048,0.350164326,0.304948805,3755.743219,31.1,1.014152998
"161",627,420,508,21,20,9946,10028,9996,0,0,0,0,0,0,0.504515352,6,"15078","526","15078","526",0,0.131807084,0.619164619,0.71031746,4004.297411,31.1,0.950228833
"162",4215,690,700,31,15,14446,11967,13364,0,0,0,0,0,0,0.492438115,13,"48222","58","48222","58",0,0.489706926,0.464586379,0.280924479,6357.375381,31.1,1.030542354
"163",2377,750,750,34,15,15332,12297,13979,0,0,0,0,0,0,0.492590176,11,"48048","563","48048","563",0.364,0.439019815,0.17239963,0.466646814,7863.873614,31.1,1.002007938
"164",340,610,610,27,16,9438,8617,9092,0,0,0,0,0,0,0.969493088,11,"22737","1233","22737","1233",0.091,0.210935029,0.490404274,0.225389995,3905.529954,31.1,0.995869665
"165",7237,0,0,0,18,5984,6487,6322,0,0,0,0,0,0,0.956669179,12,"22370","410","22370","410",0,0.750588822,0.940488842,0.268926554,0,31.1,0.932209343
"166",1091,510,510,21,17,8107,7496,7762,0.631,-1.083,0.733,0.37,-1.067,0.525,0.767320261,12,"28800","0","28800","0",0,0.812494095,0.55059761,0.208876025,0,31.1,0.938119045
"167",3247,540,550,24,17,5395,5190,5306,0.631,-1.083,0.733,0.37,-1.067,0.525,0.632772021,18,"33450","1750","33450","1750",0,0.750243251,0.759681698,0.180167598,0,24.2,1.135711659
"168",7540,0,0,0,19,5646,6665,6401,0.631,-1.083,0.733,0.37,-1.067,0.525,0.935585232,17,"11628","756","11628","756",0,0.814386436,0.72,0.833333333,0,31.1,1.035801465
"169",6584,520,550,22,24,7114,6781,6959,0.631,-1.083,0.733,0.37,-1.067,0.525,0.283950617,13,"13200","1070","13200","1070",0,0.628223901,0.391941392,0.644859813,0,0,0.740853659
"170",5457,630,640,28,15,10198,7959,9257,0.631,-1.083,0.733,0.37,-1.067,0.525,0.45629745,30,"4478","1890","19810","2657",0,0.298681434,0.485747217,0.379246484,1843.906101,32.8,1.019376054
"171",4860,610,600,28,21,7727,6061,6989,0.631,-1.083,0.733,0.37,-1.067,0.525,0.250104384,12,"39684","336","39684","336",0,0.621111598,0.717174012,0.15457713,173.7156576,0,0.911686334
"172",6620,430,455,18,22,4957,4829,4892,0.631,-1.083,0.733,0.37,-1.067,0.525,0.853312907,15,"12325","200","12325","200",0,0.402701837,0.537130928,0.143808995,0,33.7,2.653455285
"173",3961,540,530,23,17,8714,7806,8287,0.631,-1.083,0.733,0.37,-1.067,0.525,0.927937337,16,"3152","2633","14524","3201",0.091,0.150563482,0.514060357,0.49533022,2357.498172,30.3,0.957340443
"174",6975,560,550,25,23,7257,6259,6993,0.631,-1.083,0.733,0.37,-1.067,0.525,0.195540309,13,"15214","860","15214","860",0,0.430953698,0.811447811,0.751037344,0,0,1.008650519
"175",6946,0,0,0,-3,4554,4794,4767,0.631,-1.083,0.733,0.37,-1.067,0.525,0.929723502,38,"0","0","0","0",0,0.722505916,0.722044728,0.508849558,0,31.3,0.937365011
"176",3340,520,500,21,26,7812,6660,7013,0.631,-1.083,0.733,0.37,-1.067,0.525,0.577743902,8,"12450","580","12450","580",0,0.759794167,0.603174603,0.710526316,0,32.8,0.933807829
"177",1774,590,580,26,16,10641,8942,9923,0.631,-1.083,0.733,0.37,-1.067,0.525,0.885810143,25,"4721","1835","16529","2425",0.417,0.313233819,0.503964182,0.388858042,1647.441557,31.1,1.025150473
"178",6736,0,0,0,20,7116,7519,7258,0.631,-1.083,0.733,0.37,-1.067,0.525,0.992605233,15,"12384","2896","12384","2896",0,0.552148769,0.24348167,0.308373591,0,38.1,0.973961219
"179",7053,620,610,29,22,6913,6695,6809,0.631,-1.083,0.733,0.37,-1.067,0.525,0.29287419,13,"30810","650","30810","650",0,0.612847865,0.453311793,0.248752673,0,32.2,1.018049288
"180",3048,640,640,29,15,11156,8762,10204,0.631,-1.083,0.733,0.37,-1.067,0.525,0.363385228,25,"4640","1867","19084","2589",0.769,0.223168935,0.559004962,0.365839031,3625.890593,30.3,0.999229666
"181",5635,0,0,0,19,7638,6562,7085,0.631,-1.083,0.733,0.37,-1.067,0.525,0.53442029,14,"32620","0","32620","0",0.818,0.568361429,0.535103865,0.23046683,625.6188406,33.7,0.976472669
"182",847,0,0,0,24,5543,4792,5449,0.812,-0.778,0.941,0.884,-0.862,0.949,0.464040025,23,"5856","480","5856","480",0,0.93858932,1,1,0,0,0.967917676
"183",2467,690,700,32,15,12786,9718,11529,0.631,-1.083,0.733,0.37,-1.067,0.525,0.612899804,12,"44400","1324","44400","1324",0.615,0.179448734,0.377868877,0.165030092,11073.18188,0,1.016005605
"184",1531,630,610,27,18,8513,7233,7888,0.631,-1.083,0.733,0.37,-1.067,0.525,0.316482605,18,"3853","1902","16199","2519",0,0.269945268,0.566042928,0.255550154,213.3082906,33.7,0.994944545
"185",5728,605,620,29,16,10298,9117,9731,0.631,-1.083,0.733,0.37,-1.067,0.525,0.70330347,16,"26910","750","26910","750",0,0.824613586,0.592430187,0.255940787,432.3072565,31.4,0.935647415
"186",664,590,590,26,19,7525,7262,7400,0.631,-1.083,0.733,0.37,-1.067,0.525,0.420122366,13,"26750","400","26750","400",0,0.745537208,0.928856383,0.394416607,6.302968502,30.3,1.000907235
"187",6688,0,0,0,30,8350,7850,8199,0.631,-1.083,0.733,0.37,-1.067,0.525,0.451507742,11,"38710","3310","38710","3310",0,0.57883814,0.76541555,0.267950963,0,0,0.973809524
"188",7856,0,0,0,18,9310,7647,8572,0.631,-1.083,0.733,0.37,-1.067,0.525,0.398971135,10,"44760","0","44760","0",0,0.513933299,0.603819586,0.165881561,0,0,1.024297424
"189",6792,0,0,0,18,8238,7093,7727,0.631,-1.083,0.733,0.37,-1.067,0.525,0.645168383,15,"20150","370","20150","370",0,0.859972935,0.725226391,0.235105244,0,0,1.007755087
"190",6145,0,0,0,24,3851,4212,3941,0.631,-1.083,0.733,0.37,-1.067,0.525,0.488,10,"21000","100","21000","100",0,0.761246242,1,1,0,31.1,1.237623762
"191",662,630,640,28,15,10414,8153,9382,0.631,-1.083,0.733,0.37,-1.067,0.525,0.475435596,24,"4559","1851","15473","1851",0.615,0.205986607,0.446352779,0.30694383,5723.052868,32,1.077519878
"192",6064,520,510,22,18,10281,9730,10047,0.631,-1.083,0.733,0.37,-1.067,0.525,0.850624763,12,"27960","0","27960","0",0,0.76856786,0.489171975,0.25390625,21.06664142,38.1,0.997733283
"193",5972,0,0,0,18,10437,9863,10179,0.631,-1.083,0.733,0.37,-1.067,0.525,0.341628959,13,"41240","350","41240","350",0.273,0.625976305,0.63471826,0.138081191,85.93755656,0,1.01772968
"194",757,550,530,23,22,7577,6625,7214,0.631,-1.083,0.733,0.37,-1.067,0.525,0.378803245,20,"21840","1000","21840","1000",0,0.693773791,0.464818206,0.550928531,0,32.2,1.006122449
"195",6680,580,590,26,18,8945,8466,8739,0.631,-1.083,0.733,0.37,-1.067,0.525,0.439904121,17,"25202","1842","25202","1842",0,0.677173792,0.507398109,0.189598905,67.00490812,32,1.057325609
"196",777,500,470,20,24,3346,3738,3465,0.631,-1.083,0.733,0.37,-1.067,0.525,0.376623377,18,"9990","1050","9990","1050",0,0.400325752,0.863414634,0.548022599,0,33.7,1.203125
"197",7412,470,490,20,20,4805,4638,4734,0.631,-1.083,0.733,0.37,-1.067,0.525,0.607585704,17,"19154","600","19154","600",0,0.579734815,0.512,0.70625,0,0,0.996366279
"198",5311,570,550,26,17,8380,6997,7771,0.631,-1.083,0.733,0.37,-1.067,0.525,0.33529487,22,"3735","2041","16004","2654",0,0.248852139,0.415399775,0.460521857,623.6092491,0,0.996621406
"199",4436,520,520,22,12,5182,4981,5083,0.812,-0.778,0.941,0.884,-0.862,0.949,0.217369603,22,"2451","1002","9058","1002",0,0.120410465,0.773087071,0.666016577,0,0,1.000499376
"200",5394,0,0,0,21,9313,8848,9013,0.812,-0.778,0.941,0.884,-0.862,0.949,0.66487069,9,"36996","240","36996","240",0,0.270938374,0.617385352,0.301552106,0,0,0.966666667
"201",6058,480,470,19,19,5552,5757,5640,0.812,-0.778,0.941,0.884,-0.862,0.949,0.925095313,18,"3888","1602","14136","1602",0.6,0.220637142,0.637067395,0.339528234,357.5333034,44.4,0.93245504
"202",7311,0,0,0,9,3514,3694,3591,0.812,-0.778,0.941,0.884,-0.862,0.949,0.636636637,13,"14444","480","14444","480",0,0.248118156,0.9925,0.410579345,0,0,0.965217391
"203",6820,550,530,23,18,6251,5573,5857,0.812,-0.778,0.941,0.884,-0.862,0.949,0.407495538,17,"3886","1474","14142","1474",0,0.306732343,0.739492301,0.504220597,4.943723974,41,0.987893747
"204",7440,630,610,29,21,8056,7121,7637,0.812,-0.778,0.941,0.884,-0.862,0.949,0.172935581,12,"31770","226","31770","226",0.7,0.542603152,0.553715206,0.238886581,152.6225681,0,0.987617421
"205",4335,0,0,0,10,4267,3792,4056,0.812,-0.778,0.941,0.884,-0.862,0.949,0.584126984,12,"12450","450","12450","450",0,0.922840901,0.740740741,0.85,0,37.6,0.931952663
"206",3203,530,510,22,2,5973,5745,5851,0.812,-0.778,0.941,0.884,-0.862,0.949,0.326767404,19,"2451","1520","9058","1520",0,0.135989762,0.949884348,0.573863636,0,0,0.997845988
"207",8260,0,0,0,22,6641,6010,6313,0.812,-0.778,0.941,0.884,-0.862,0.949,0.775635104,18,"3886","1454","14142","1454",0,0.299919132,0.385724585,0.572897196,4.120438799,0,0.958813109
"208",1360,550,540,23,18,6638,5750,6258,0.812,-0.778,0.941,0.884,-0.862,0.949,0.474889435,17,"4181","1698","14755","1698",0,0.367643477,0.556857776,0.580773606,21.98181818,38.3,1.009925558
"209",4014,650,630,29,22,7664,6438,7385,0.812,-0.778,0.941,0.884,-0.862,0.949,0.144855967,13,"30440","880","30440","880",0,0.469465722,0.939837398,0.446366782,0,0,0.994271686
"210",494,540,530,0,22,5208,4812,5035,0.812,-0.778,0.941,0.884,-0.862,0.949,0.263446762,12,"18540","330","18540","330",0,0.528202141,0.338780641,0.437847866,0,0,1.036405006
"211",6222,720,770,33,15,14694,11218,13190,0.812,-0.778,0.941,0.884,-0.862,0.949,0.552069602,8,"45700","614","45700","614",0,0.09049473,0.236726527,0.279736137,27727.65621,37.6,0.957103205
"212",6021,480,470,20,22,3906,3999,3940,0.812,-0.778,0.941,0.884,-0.862,0.949,0.962654218,17,"3886","1708","14142","1708",0.556,0.114479272,0.205076142,0.434653465,2053.113038,0,0.852957907
"213",3093,730,770,33,15,12893,9885,12149,0.812,-0.778,0.941,0.884,-0.862,0.949,0.51930072,19,"9812","2392","30004","2392",0.25,0.203771124,0.3216996,0.352022792,27357.85617,37.6,1.102643857
"214",7930,620,610,27,18,6984,6245,6576,0.812,-0.778,0.941,0.884,-0.862,0.949,0.188763188,17,"7180","1990","25528","1990",0,0.374337652,0.756552419,0.491339107,76.04677768,0,1.041297154
"215",5223,590,590,25,17,6975,6089,6549,0.812,-0.778,0.941,0.884,-0.862,0.949,0.383103463,21,"4181","2092","14755","2092",0.692,0.323133125,0.602297485,0.574646498,785.6481927,0,0.99739178
"216",7613,580,590,25,15,9537,7489,8580,0.812,-0.778,0.941,0.884,-0.862,0.949,0.669290316,21,"6846","2128","21414","2128",0.462,0.297899476,0.566499642,0.43555724,4062.550213,37.6,1.001691343
"217",8202,660,670,30,15,11242,9737,10676,0.812,-0.778,0.941,0.884,-0.862,0.949,0.303969968,18,"9364","2258","27574","2258",0.769,0.271755271,0.528776487,0.454498449,9598.812429,38,1.010890755
"218",7778,490,470,20,12,5308,5150,5229,0.812,-0.778,0.941,0.884,-0.862,0.949,0.47284546,20,"2451","1100","9058","1100",0,0.16095387,0.56733871,0.759061834,10.11197316,0,0.954563651
"219",2670,545,550,24,22,6179,5744,5956,0.812,-0.778,0.941,0.884,-0.862,0.949,0.310070671,12,"27210","330","27210","330",0,0.510099508,0.57254902,0.307077626,0,0,1.063909774
"220",2276,0,0,0,21,6649,6606,6629,0.812,-0.778,0.941,0.884,-0.862,0.949,0.554075999,13,"9810","1050","9810","1050",0,0.910976777,0.588039867,0.525423729,168.4085742,0,0.983391888
"221",6092,0,0,0,22,5411,5030,5145,0.812,-0.778,0.941,0.884,-0.862,0.949,0.946162658,15,"12900","770","12900","770",0,0.888028666,0.853773585,0.309392265,0,37.6,1.254310345
"222",3752,650,660,30,18,8455,7750,8118,0.812,-0.778,0.941,0.884,-0.862,0.949,0.533067158,13,"34150","300","34150","300",0.455,0.541892651,0.668787015,0.272548377,3121.624283,44.8,1.011494253
"223",6734,630,600,28,21,6854,6119,6568,0.812,-0.778,0.941,0.884,-0.862,0.949,0.724302246,15,"33520","280","33520","280",0,0.370275959,0.784682081,0.150092081,0,37.6,1.284090909
"224",2320,420,410,17,22,4987,4673,4880,0.812,-0.778,0.941,0.884,-0.862,0.949,0.983484723,9,"12705","1519","12705","1519",0.7,0.414707773,0.306332454,0.112833764,0,40.4,1.100909091
"225",5603,550,550,24,18,6194,6155,6172,0.812,-0.778,0.941,0.884,-0.862,0.949,0.246113133,11,"21990","0","21990","0",0,0.571447586,0.570044053,0.43431221,0,0,0.95968254
"226",4730,600,580,26,30,8899,8360,8676,0.812,-0.778,0.941,0.884,-0.862,0.949,0.496667433,20,"34470","500","34470","500",0,0.795962112,0.699115944,0.297674419,0,41,1.023925322
"227",3507,460,460,19,21,5720,5085,5428,0.812,-0.778,0.941,0.884,-0.862,0.949,0.944172558,21,"3886","1758","14142","1758",0.1,0.14139617,0.826440678,0.486464315,259.7165126,41,0.995668652
"228",947,530,530,24,21,4849,5439,5144,0.812,-0.778,0.941,0.884,-0.862,0.949,0.383854167,15,"20476","370","20476","370",0.2,0.459632368,0.628853268,0.256862745,0,0,0.956175299
"229",8285,570,520,26,22,5322,4852,5182,0.812,-0.778,0.941,0.884,-0.862,0.949,0.217519685,13,"20110","600","20110","600",0,0.399820434,0.454545455,0.434782609,0,0,1.071729958
"230",4254,510,510,22,23,3915,3759,3837,0.812,-0.778,0.941,0.884,-0.862,0.949,0.280155642,16,"17250","750","17250","750",0,0.617733039,0.911340206,0.470588235,0,0,1.049591599
"231",4157,550,530,23,18,6517,5626,6073,0.812,-0.778,0.941,0.884,-0.862,0.949,0.442087493,19,"4181","2116","14755","2116",0.75,0.321007347,0.504313444,0.494297933,24.48686142,0,0.971477467
"232",7998,520,500,22,18,6667,5668,6125,0.812,-0.778,0.941,0.884,-0.862,0.949,0.458120023,20,"4181","1962","14755","1962",0.857,0.287707478,0.568799188,0.537826378,157.8430745,0,1.018982756
"233",1331,550,530,23,9,6086,6071,6079,0.812,-0.778,0.941,0.884,-0.862,0.949,0.234927235,11,"27012","1000","27012","1000",0,0.396654622,0.521953405,0.281545064,0,0,1.188632619
"234",7144,520,540,22,18,7929,7646,7789,0,0,0,0,0,0,0.824643169,11,"21650","130","21650","130",0,0.700526115,0.8203125,0.341496599,0,30,0.948342541
"235",6337,520,530,22,21,9519,9006,9277,0,0,0,0,0,0,0.76478318,13,"6912","420","19368","420",0,0.184821767,0.712524335,0.350637523,3207.374945,0,0.972731146
"236",3526,580,610,25,15,12237,9954,11189,0,0,0,0,0,0,0.7912517,13,"10344","820","30696","820",0.231,0.184298631,0.814174252,0.304583932,10807.7082,30,0.978534324
"237",788,0,0,0,18,8657,8308,8495,0,0,0,0,0,0,0.706275033,13,"22160","280","22160","280",0,0.8527936,0.913018266,0.16005081,722.4224892,30,0.851458886
"238",5575,0,0,0,22,8915,8579,8767,0,0,0,0,0,0,0.892760589,19,"6912","240","19368","240",0,0.267018047,0.70155902,0.404761905,11.00781015,0,1.119367855
"239",1313,0,0,0,10,5361,5471,5443,0.878,-0.881,1.05,0.831,-0.976,0.908,0.272340426,12,"0","0","0","0",0,0,1,0.733333333,0,0,0.907335907
"240",4118,610,570,28,24,4445,3450,4224,0.878,-0.881,1.05,0.831,-0.976,0.908,0.153061224,11,"11250","415","11250","415",0,0.557414573,0.981481481,0.547169811,0,0,1.020833333
"241",2584,570,570,26,18,7941,6556,7272,0.878,-0.881,1.05,0.831,-0.976,0.908,0.235162567,17,"4768","2108","18818","2108",0.692,0.325709266,0.795733203,0.337904468,771.1520041,0,0.987664809
"242",1509,0,0,0,21,6746,6139,6487,0.878,-0.881,1.05,0.831,-0.976,0.908,0.368155013,10,"25400","425","25400","425",0,0.503590872,0.903664921,0.232908459,0,0,1.013663535
"243",3310,580,570,27,18,5474,5378,5434,0.878,-0.881,1.05,0.831,-0.976,0.908,0.214349178,15,"27750","400","27750","400",0,0.531268173,0.562617999,0.298657718,191.8447357,30.2,0.990975127
"244",4409,560,560,25,22,8541,7983,8444,0.878,-0.881,1.05,0.831,-0.976,0.908,0.230015359,25,"3830","0","3830","0",0,0.294728643,0.995885378,0.472332891,0,0,0.947802579
"245",1395,630,670,28,30,9714,9568,9648,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.580899162,9,"43140","820","43140","820",0,0,0.664845606,0.20507324,0,34.1,1.02632951
"246",5433,0,0,0,21,7212,7458,7322,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.242626819,12,"38466","0","38466","0",0.4,0.532142818,0.493444577,0.204710145,156.5493512,0,0.98987933
"247",3792,548,530,23,18,7677,7371,7505,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.356654735,17,"21860","220","21860","220",0.3,0.758440168,0.772423496,0.286885246,2.091278881,30.4,0.821108884
"248",2580,520,510,24,22,5899,5837,5872,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.172580645,13,"19954","410","19954","410",0,0.499912547,0.554730983,0.267558528,0,0,0.982567353
"249",2242,620,650,28,18,8949,7349,8299,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.364415675,12,"31110","370","31110","370",0,0.625044615,0.656760287,0.153986408,820.3131561,32.4,0.986708096
"250",7199,518,560,20,18,7866,6988,7392,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.940927556,11,"7056","2938","14016","2938",0,0.171163371,0.211796702,0.159711075,530.0023697,34.1,0.91004313
